flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,Srate,Drate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size
25621,s5,C3_Merkez,10.0.5.12,166.51.243.240,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
21964,s5,C3_Merkez,10.0.5.12,178.93.7.10,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
1671,s5,C3_Merkez,10.0.5.12,184.130.118.162,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
11095,s5,C3_Merkez,10.0.5.12,120.220.153.20,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
29324,s5,C3_Merkez,10.0.5.12,187.108.247.170,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
30324,s5,C3_Merkez,10.0.5.12,207.208.48.113,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
36049,s5,C3_Merkez,10.0.5.12,180.7.242.239,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
8142,s5,C3_Merkez,10.0.5.12,163.4.143.78,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
58569,s5,C3_Merkez,10.0.5.12,243.27.28.227,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
61208,s5,C3_Merkez,10.0.5.12,179.120.232.57,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
7244,s5,C3_Merkez,10.0.5.12,240.153.29.130,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
39993,s5,C3_Merkez,10.0.1.18,10.0.5.11,39156,80,1,2,0.01635432629170558,0.03270865258341116,61.1459,202,6,1,2,67.33331088889636
22846,s5,C3_Merkez,10.0.5.12,144.26.250.190,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
30099,s5,C3_Merkez,10.0.5.12,95.2.31.211,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
36329,s5,C3_Merkez,10.0.5.12,193.188.121.51,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
39939,s5,C3_Merkez,10.0.5.12,255.37.63.161,12345,53,0,1,0.0,0.0,0.0,1042,17,139,1,1041.9989580010422
